time,lot_id,price
2016-10-04 07:59:00,BHMBCCMKT01,10.052859618717504
2016-10-04 07:59:00,BHMNCPHST01,10.09875
2016-10-04 07:59:00,BHMMBMMBX01,10.192139737991265
2016-10-04 07:59:00,BHMNCPNST01,10.256701030927836
2016-10-04 07:59:00,Shopping,10.159895833333334
2016-10-04 07:59:00,BHMEURBRD01,10.124468085106383
2016-10-04 07:59:00,Broad Street,10.128985507246377
2016-10-04 07:59:00,Others-CCCPS8,10.168305597579424
2016-10-04 07:59:00,Others-CCCPS105a,10.176455948232952
2016-10-04 07:59:00,Others-CCCPS119a,10.034784159828755
2016-10-04 07:59:00,BHMBCCTHL01,10.155038759689923
2016-10-04 07:59:00,Others-CCCPS135a,10.139196497553439
2016-10-04 07:59:00,Others-CCCPS202,10.093122233571671
2016-10-04 07:59:00,Others-CCCPS98,10.094747019013857
2016-10-04 08:25:00,Others-CCCPS8,10.180786686838124
2016-10-04 08:25:00,BHMNCPNST01,10.275257731958764
2016-10-04 08:25:00,Others-CCCPS105a,10.194126431060228
2016-10-04 08:25:00,Others-CCCPS202,10.113210759278175
2016-10-04 08:25:00,Others-CCCPS135a,10.188900334792686
2016-10-04 08:25:00,BHMBCCTHL01,10.166666666666666
2016-10-04 08:25:00,BHMMBMMBX01,10.219796215429403
2016-10-04 08:25:00,BHMEURBRD01,10.185106382978724
2016-10-04 08:25:00,Others-CCCPS98,10.109249113760876
2016-10-04 08:25:00,Broad Street,10.194927536231884
2016-10-04 08:25:00,Others-CCCPS119a,10.042454513021763
2016-10-04 08:25:00,Shopping,10.198177083333333
2016-10-04 08:25:00,BHMNCPHST01,10.13125
2016-10-04 08:25:00,BHMBCCMKT01,10.055459272097053
2016-10-04 08:59:00,Others-CCCPS8,10.195915279878971
2016-10-04 08:59:00,BHMBCCTHL01,10.200258397932817
2016-10-04 08:59:00,Others-CCCPS119a,10.057616839100962
2016-10-04 08:59:00,Shopping,10.249479166666667
2016-10-04 08:59:00,Others-CCCPS135a,10.258434200360545
2016-10-04 08:59:00,Broad Street,10.30072463768116
2016-10-04 08:59:00,BHMNCPNST01,10.28659793814433
2016-10-04 08:59:00,BHMEURBRD01,10.286170212765958
2016-10-04 08:59:00,BHMMBMMBX01,10.251819505094614
2016-10-04 08:59:00,BHMBCCMKT01,10.069324090121317
2016-10-04 08:59:00,Others-CCCPS98,10.127618433773767
2016-10-04 08:59:00,BHMNCPHST01,10.18375
2016-10-04 08:59:00,Others-CCCPS202,10.144364998297583
2016-10-04 08:59:00,Others-CCCPS105a,10.215032354405176
2016-10-04 09:32:00,BHMEURBRD01,10.37340425531915
2016-10-04 09:32:00,BHMBCCTHL01,10.263565891472869
2016-10-04 09:32:00,Others-CCCPS202,10.176370446033367
2016-10-04 09:32:00,Others-CCCPS8,10.223146747352496
2016-10-04 09:32:00,Broad Street,10.384057971014492
2016-10-04 09:32:00,Others-CCCPS98,10.150177247824686
2016-10-04 09:32:00,Others-CCCPS119a,10.074919728861934
2016-10-04 09:32:00,Others-CCCPS105a,10.24987555998009
2016-10-04 09:32:00,BHMBCCMKT01,10.092720970537261
2016-10-04 09:32:00,Shopping,10.291927083333333
2016-10-04 09:32:00,Others-CCCPS135a,10.322173577131084
2016-10-04 09:32:00,BHMMBMMBX01,10.301310043668122
2016-10-04 09:32:00,BHMNCPHST01,10.23
2016-10-04 09:32:00,BHMNCPNST01,10.311340206185568
2016-10-04 09:59:00,BHMNCPHST01,10.265833333333333
2016-10-04 09:59:00,Shopping,10.3265625
2016-10-04 09:59:00,Others-CCCPS8,10.248487140695916
2016-10-04 09:59:00,BHMEURBRD01,10.422340425531916
2016-10-04 09:59:00,Others-CCCPS98,10.169513374154045
2016-10-04 09:59:00,Others-CCCPS119a,10.084909026043524
2016-10-04 09:59:00,BHMBCCTHL01,10.304909560723514
2016-10-04 09:59:00,Others-CCCPS105a,10.284221005475361
2016-10-04 09:59:00,Others-CCCPS202,10.19799114742935
2016-10-04 09:59:00,Broad Street,10.434782608695652
2016-10-04 09:59:00,BHMNCPNST01,10.337113402061856
2016-10-04 09:59:00,BHMBCCMKT01,10.129982668977469
2016-10-04 09:59:00,Others-CCCPS135a,10.360803502446561
2016-10-04 09:59:00,BHMMBMMBX01,10.352983988355167
2016-10-04 10:26:00,Others-CCCPS8,10.270423600605143
2016-10-04 10:26:00,BHMEURBRD01,10.457446808510639
2016-10-04 10:26:00,Others-CCCPS98,10.184015468901064
2016-10-04 10:26:00,Broad Street,10.465217391304348
2016-10-04 10:26:00,BHMBCCMKT01,10.153379549393414
2016-10-04 10:26:00,Others-CCCPS105a,10.309855649576903
2016-10-04 10:26:00,Others-CCCPS119a,10.093649661077418
2016-10-04 10:26:00,BHMNCPHST01,10.285833333333333
2016-10-04 10:26:00,Others-CCCPS202,10.213993871297243
2016-10-04 10:26:00,Others-CCCPS135a,10.390806077774917
2016-10-04 10:26:00,Shopping,10.344791666666667
2016-10-04 10:26:00,BHMMBMMBX01,10.385735080058224
2016-10-04 10:26:00,BHMNCPNST01,10.361855670103093
2016-10-04 10:26:00,BHMBCCTHL01,10.34108527131783
2016-10-04 10:59:00,Shopping,10.361197916666667
2016-10-04 10:59:00,BHMNCPHST01,10.30375
2016-10-04 10:59:00,Others-CCCPS202,10.230507320394961
2016-10-04 10:59:00,Others-CCCPS98,10.194972607154368
2016-10-04 10:59:00,Others-CCCPS135a,10.408060777749164
2016-10-04 10:59:00,BHMMBMMBX01,10.41703056768559
2016-10-04 10:59:00,Broad Street,10.48913043478261
2016-10-04 10:59:00,BHMNCPNST01,10.382474226804124
2016-10-04 10:59:00,Others-CCCPS8,10.299167927382753
2016-10-04 10:59:00,BHMBCCMKT01,10.189774696707106
2016-10-04 10:59:00,BHMBCCTHL01,10.397932816537468
2016-10-04 10:59:00,Others-CCCPS119a,10.10239029611131
2016-10-04 10:59:00,BHMEURBRD01,10.487234042553192
2016-10-04 10:59:00,Others-CCCPS105a,10.33947237431558
2016-10-04 11:25:00,Shopping,10.371875
2016-10-04 11:25:00,BHMNCPHST01,10.31875
2016-10-04 11:25:00,BHMBCCMKT01,10.214038128249566
2016-10-04 11:25:00,Others-CCCPS8,10.310136157337368
2016-10-04 11:25:00,Others-CCCPS202,10.233060946544093
2016-10-04 11:25:00,Others-CCCPS105a,10.354405176704828
2016-10-04 11:25:00,BHMEURBRD01,10.493617021276595
2016-10-04 11:25:00,Others-CCCPS98,10.199967773122784
2016-10-04 11:25:00,Others-CCCPS135a,10.414756631470512
2016-10-04 11:25:00,BHMMBMMBX01,10.439592430858806
2016-10-04 11:25:00,Others-CCCPS119a,10.104887620406707
2016-10-04 11:25:00,BHMBCCTHL01,10.418604651162791
2016-10-04 11:25:00,BHMNCPNST01,10.384536082474227
2016-10-04 11:25:00,Broad Street,10.486956521739131
2016-10-04 11:59:00,Others-CCCPS98,10.20754108926845
2016-10-04 11:59:00,Others-CCCPS135a,10.418233324748906
2016-10-04 11:59:00,BHMBCCMKT01,10.224436741767764
2016-10-04 11:59:00,Others-CCCPS202,10.236636023152878
